870,481
464,568
668,899
590,821
378,328
644,170
553,356
119,341
834,568
705,14
534,15
130,146
164,564
452,400
515,371
885,188
620,261
571,212
718,391
182,354
646,830
746,628
541,606
295,566
393,492
143,717
209,251
629,385
644,456
639,520
186,485
235,620
536,167
889,296
635,237
885,216
507,484
305,591
489,847
896,223
669,475
414,105
688,227
570,53
471,255
476,395
868,627
457,206
619,567
162,503
548,369
812,416
254,484
324,85
505,27
83,649
765,822
24,1
245,131
138,571
442,27
656,74
885,836
148,631
641,802
116,807
148,329
895,516
617,99
378,558
400,646
730,603
650,811
888,236
556,520
206,877
82,45
112,368
729,524
393,667
433,419
724,141
59,127
475,866
488,606
894,478
779,597
425,103
823,258
465,837
626,430
626,836
350,548
862,8
121,709
686,204
263,309
771,859
134,619
578,43
522,450
782,639
145,750
571,288
514,323
5,651
491,498
794,770
35,325
271,716
616,647
404,631
126,194
463,101
260,330
209,113
105,752
894,656
735,786
222,189
386,571
898,520
554,172
324,554
21,596
684,234
296,772
507,522
452,714
146,372
122,291
390,466
294,369
136,336
648,186
208,290
165,533
552,436
681,501
745,422
729,325
131,862
878,184
368,39
497,436
357,291
433,9
789,143
637,739
494,441
481,842
578,532
12,755
590,350
868,112
763,495
505,148
621,828
609,59
708,469
287,508
869,807
709,593
622,346
314,231
398,455
297,848
593,81
479,187
313,737
245,135
673,355
833,674
273,304
230,383
329,655
710,383
745,786
355,160
454,265
840,692
600,485
526,374
61,592
90,448
774,561
203,176
175,366
553,486
431,800
189,375
280,897
816,151
894,520
853,471
164,447
655,5
757,831
255,295
44,7
460,0
37,638
603,308
461,357
413,603
445,837
491,433
498,48
93,9
472,592
872,384
645,93
206,429
479,42
408,625
108,894
275,448
52,415
297,217
895,37
885,21
849,464
607,755
322,121
219,32
716,402
251,840
539,565
229,162
562,798
141,754
413,442
414,426
210,623
875,56
391,382
840,740
657,820
375,350
16,218
844,593
779,447
527,777
500,644
764,406
374,332
305,207
189,565
389,152
323,147
118,492
683,115
250,366
733,63
661,66
390,464
444,612
93,610
566,78
69,232
578,672
139,429
550,351
19,264
245,379
347,202
348,288
679,787
47,78
422,482
564,554
565,869
396,875
842,496
167,702
228,158
205,108
123,39
657,127
270,464
322,265
187,488
741,523
639,470
33,265
249,813
213,42
115,572
571,144
417,567
258,238
847,475
44,772
309,862
770,82
50,412
260,644
366,664
843,610
705,626
639,384
222,886
673,731
55,398
376,93
668,577
470,159
202,789
224,325
392,384
502,800
389,48
229,185
548,771
564,568
895,475
454,668
628,585
102,690
856,396
747,561
215,666
91,600
292,828
740,668
590,459
162,774
391,667
32,134
684,50
179,459
684,255
310,652
567,223
389,731
828,73
684,26
667,597
480,77
627,112
648,209
25,289
186,434
181,414
334,378
103,828
662,148
751,333
431,81
894,262
189,473
440,623
53,447
643,92
91,845
498,752
438,594
239,597
147,484
427,499
531,537
316,551
745,343
330,862
101,609
707,124
891,239
464,898
150,716
515,630
210,457
645,709
800,881
21,737
314,771
349,451
788,576
653,322
332,421
335,318
847,22
715,420
743,629
227,301
436,263
795,709
356,584
119,776
586,425
577,777
419,610
611,588
665,432
249,776
358,602
662,668
648,718
250,249
395,576
737,870
238,100
52,15
507,661
794,393
742,261
