1171,192
1074,873
379,600
1499,1423
1279,1239
945,1378
856,962
1028,44
846,271
719,923
1136,1223
142,154
172,1471
155,105
1420,80
598,194
333,875
278,1123
425,403
487,57
654,535
449,941
1446,307
2,279
102,498
1345,1018
1120,564
940,92
947,165
940,1134
190,1394
1146,30
839,476
1194,603
948,540
1190,1430
1408,185
1214,1
192,247
5,235
1281,481
127,1319
98,538
271,665
1374,1469
185,401
872,629
461,218
330,1474
1069,505
556,377
1424,1030
260,187
928,697
1117,641
388,57
1375,1430
636,607
1453,436
443,874
147,1239
1266,987
891,1442
758,43
647,808
1019,1419
156,630
2,1118
625,1006
386,564
1305,949
734,916
56,516
290,541
867,1130
515,1485
391,45
413,380
731,827
1001,67
1045,130
1025,1343
964,1337
475,1470
1092,315
7,785
1385,1199
126,1010
1427,870
1376,1439
335,1339
36,545
659,1158
1474,1216
426,111
389,1113
1471,309
183,1160
744,633
883,647
1425,751
1083,944
1048,760
884,302
516,337
308,1261
1402,1108
796,1376
936,327
1174,1023
319,958
115,41
1041,1408
469,408
573,1239
514,727
1319,154
3,1270
1036,1097
830,793
1287,1476
605,1126
1168,1077
324,564
627,1497
90,234
304,1374
1119,233
1062,722
457,1279
1332,1202
396,1070
908,80
1047,647
648,499
515,1492
1377,541
1164,1040
1291,210
145,729
1331,329
434,1173
583,188
77,340
509,741
357,602
447,916
799,1046
1247,1052
1098,1352
485,848
1491,1437
614,765
1495,661
1478,1322
773,505
814,449
21,828
912,73
411,782
297,1421
1477,1116
414,601
1236,55
320,544
406,1061
1206,856
300,693
489,1088
1220,1050
247,1050
974,60
534,686
285,312
844,1294
32,1265
1015,684
757,198
1266,1071
462,275
545,997
600,1097
526,77
974,598
692,149
1085,1165
1413,1380
488,73
864,1092
1039,1410
502,688
593,8
1428,153
1,1132
857,475
473,152
1265,308
159,1439
1457,897
44,9
1072,311
952,351
605,617
1069,1260
122,914
449,540
802,441
500,1260
994,918
1379,596
583,1291
1257,404
511,1338
190,953
1319,35
1019,306
1178,149
52,122
1499,1421
1196,344
295,625
554,773
1217,1064
631,1036
831,34
423,412
1156,842
547,278
233,162
1172,1412
745,1059
419,151
721,434
222,625
578,1270
94,89
553,146
1261,830
1278,661
624,1133
256,5
791,1061
832,779
813,44
1069,1309
687,1239
911,1108
492,1472
102,164
933,155
130,496
988,1022
250,370
1341,77
63,672
101,1369
757,313
1004,917
1178,92
1277,236
582,1274
448,742
554,660
1231,1470
1154,1292
1260,1416
1255,1500
85,193
657,391
436,787
1465,865
1179,576
1002,881
1450,500
1068,114
1139,170
516,1011
1026,647
964,1038
878,1371
629,1479
1401,502
1343,531
342,181
1241,275
556,1118
1421,355
719,875
583,1356
130,1480
1169,252
855,188
48,184
610,563
483,393
658,424
1468,351
673,664
847,919
705,335
639,1291
824,886
683,1339
63,398
1285,97
676,1181
470,761
1113,1401
529,927
1006,998
516,212
1296,658
536,492
253,783
275,578
606,780
163,670
1230,298
1306,94
561,1305
1060,1167
821,66
998,1214
599,1440
744,68
899,1372
768,1075
1001,368
634,447
692,662
191,764
987,1158
320,353
880,225
389,739
541,1283
1298,339
673,1
1094,1291
1239,716
654,1411
326,1493
491,135
484,119
1235,980
406,238
963,1061
