128,614
129,620
123,579
143,593
115,575
142,581
150,607
105,630
95,621
152,579
158,615
162,611
165,600
163,580
82,620
87,571
152,636
164,622
155,565
79,618
87,567
174,606
100,552
148,553
117,543
164,641
65,609
159,553
113,541
121,660
111,659
178,625
120,663
172,642
187,612
133,535
98,539
82,654
68,560
170,549
162,542
193,594
103,532
160,539
187,633
64,642
114,528
50,616
82,535
50,574
49,575
167,668
204,604
62,546
56,648
121,517
171,668
42,579
39,607
39,611
97,681
142,683
60,658
88,679
85,678
35,596
162,679
41,634
85,519
170,523
70,527
206,636
33,611
127,509
140,690
33,618
165,518
208,638
31,623
204,650
219,605
76,515
116,697
144,695
43,658
215,563
216,636
224,597
32,645
177,687
220,567
158,697
82,505
37,658
28,643
39,538
18,601
228,597
214,653
48,526
