1491,1168
1214,1080
1081,1202
928,1428
1070,1009
1206,1479
1383,1491
1217,911
948,908
1391,1355
1015,1329
1360,1012
1094,1374
1021,1003
1278,1226
914,1083
1406,965
1293,1019
1438,986
1360,918
1353,1478
1324,997
1307,1471
1398,1014
1099,1050
1201,1318
964,966
1380,1401
1211,1250
1369,1232
1030,1324
1256,1167
1163,1180
1255,1030
930,1101
1049,1449
933,1264
1174,1178
1359,1401
1189,1209
1321,1411
1198,927
1397,933
1256,1469
916,1266
1434,1354
1387,1056
1314,1175
943,1047
1011,1157
1293,1222
1297,1239
1065,1395
1321,919
1283,1280
1260,992
1370,1272
1229,1315
1337,1303
1141,1475
1221,1085
1009,959
1290,979
1027,1048
992,1070
1228,981
1499,1222
1344,1151
1345,1454
1019,1055
1330,1308
1418,1062
1407,1448
978,1370
1200,1465
1162,1395
1140,1096
903,950
1440,1196
956,1305
1357,910
925,1393
1319,1178
1052,1111
1406,1038
1483,1040
1398,971
1178,1157
1367,1306
915,1006
1363,1269
1467,1446
1264,1077
904,1138
929,1177
1376,1217
974,1160
1392,988
1423,1368
1459,1050
996,1048
1364,1381
1029,1158
943,1282
962,1176
1063,1449
908,1418
1030,1221
1073,1478
958,1155
900,1141
1329,947
932,1255
1072,930
1446,1066
936,1140
1129,1483
1298,1463
1162,1444
1143,1447
1197,1429
1285,1027
1306,963
1199,1209
1025,1277
1162,1082
1252,931
1428,1213
1236,1302
990,947
1011,1240
1458,956
1394,1215
1160,1410
917,1315
1028,1299
1362,1278
1315,924
1190,1269
969,935
1068,1326
1484,1397
904,1455
1338,1221
1378,1111
1099,1246
1161,938
1104,915
1495,960
983,1481
1414,1036
1335,1381
1125,1472
1352,916
984,1215
1112,1131
924,1005
1157,913
1082,1158
1093,1333
915,1192
908,912
1043,1243
959,1412
1200,1164
1292,1128
1327,1096
1339,1298
1447,1312
1152,941
1016,1340
932,967
1035,940
1348,1266
1487,1347
1271,1001
980,1154
1334,971
1280,1292
927,1331
1282,1432
1227,1169
1064,1247
1173,1237
1260,1373
1226,1308
974,923
936,1106
961,914
998,1485
1437,1444
1013,1144
1024,994
991,1068
1200,1052
1227,1312
1349,1123
1024,990
1257,1178
1335,1021
1390,1045
1352,971
1340,1192
1027,990
1011,1352
1009,1077
1383,1068
947,1433
1160,1013
1395,1270
1291,1292
1160,1374
1151,1130
1360,1337
1266,1330
1409,1109
950,1278
1149,1139
1382,915
1447,1213
954,924
948,1405
1112,1218
1411,1229
1275,1006
1498,1468
1061,1125
966,1200
1391,901
1267,1268
1301,1167
973,969
1234,1263
1332,1272
1475,1435
919,1435
934,1345
1138,1307
1256,1028
1254,1363
1377,1076
1349,1059
1438,1121
1200,1366
1371,1130
1444,1460
902,1269
1149,962
1220,1437
1230,1019
1297,1292
1486,1034
1476,1086
1142,1214
1153,982
1125,1154
1221,1394
1097,1408
1221,1109
1182,1173
1058,1039
1259,1216
1346,1164
939,1143
1180,1393
1268,1027
1432,1031
1005,1402
1416,1063
991,1097
1301,1478
1384,1050
1278,1260
1390,928
1205,1433
1175,1155
1110,1438
1122,1145
1440,1206
1460,1230
1132,1369
1111,1138
1138,1395
1227,933
1171,1321
1215,1034
930,1339
1241,903
1458,1250
937,1229
944,1436
1152,1172
1101,1348
1310,1106
1124,1063
1163,1469
928,1046
1179,1042
1123,900
1235,1007
905,1378
1239,925
1293,1051
1051,1431
1211,1353
982,996
1412,949
1397,1376
1240,1353
1370,1069
1187,1151
1474,1249
1396,1352
1476,1165
1455,1007
1315,1435
900,1394
1300,1405
1200,1301
1224,1243
1227,1029
1174,1143
1428,1494
966,982
939,1480
1287,1108
1122,939
1128,1375
1309,1166
1242,1443
904,1208
1433,1439
1215,946
1164,1420
1455,1488
1249,961
1109,984
948,912
943,1212
1394,1302
1217,1483
1204,1438
1271,1245
1315,1141
1361,904
1391,1292
1493,960
1010,1076
1108,1198
1063,935
1335,1185
1271,955
1439,1053
1180,1489
1334,1113
1158,1170
1351,1218
1158,1493
1333,1026
1393,1335
1421,1336
1475,1231
1259,1073
1237,1012
1080,1241
1097,941
1250,1395
1377,917
1059,1142
1040,1135
931,915
1163,941
1310,1415
1027,1130
914,1186
1032,1182
1449,1477
941,924
1202,1065
1242,978
1169,1412
922,1365
1203,1179
1422,1408
1019,1174
1399,964
1287,1456
1164,1209
1441,1417
1417,915
1070,1084
1128,1404
1465,1298
1453,1395
1341,946
1068,943
1454,1204
1236,1036
1471,1339
941,903
968,1143
1165,999
1174,1026
1461,1370
1004,1469
1029,1237
1272,1114
1061,1468
1010,1415
966,1403
1315,1237
1327,1482
1213,1043
1430,1015
1063,1024
986,1096
1194,1375
917,1111
1412,1152
916,1351
1386,972
1433,1447
1240,1034
1464,1454
1485,1262
1482,989
1322,1462
1167,1033
1017,1423
1022,1291
1296,1414
1431,1309
1211,1062
1074,965
976,1128
1369,1107
1428,1204
1325,1264
1225,1327
1138,1074
1067,1256
978,960
1494,1289
1252,993
1214,1055
1204,1340
1358,1196
919,1075
1201,932
1352,937
1442,1078
1392,1094
1207,1340
1070,1143
1415,1238
1313,940
1052,944
1452,1288
1269,956
1355,1272
1038,1125
942,1110
945,1298
1150,1451
1120,1156
990,1280
1051,986
1044,914
1492,1255
1218,1390
1040,1078
1413,1010
1285,1433
1218,935
958,1449
932,1393
1016,1057
1423,1234
1487,1124
1417,1040
1326,1058
901,1099
930,1064
1296,981
1052,1128
954,902
1328,1042
1177,936
1412,1156
1381,1033
1380,1264
1270,1200
1138,1211
1037,993
1370,1401
1300,1117
1356,1185
1263,1464
1303,1411
1057,1113
1124,1496
1111,1405
1402,952
1280,1239
1457,1308
1167,1049
1197,1215
1273,1061
1482,1414
992,1265
1290,993
1318,1131
1122,976
1210,1466
1386,1098
1006,1109
1257,1164
1498,1440
1467,1408
1483,1185
933,1038
1131,1186
1382,1061
1335,1379
1042,909
905,1260
989,1058
1387,1427
1252,1093
915,904
1243,940
962,1292
1038,1359
1193,1202
1088,1405
1230,967
1247,1315
1095,1468
1404,1103
1273,1279
1253,1130
1091,1214
1055,1436
1134,1072
1212,1324
1338,1204
1159,1298
1342,1105
1370,1259
1234,1281
936,1342
931,984
1176,1377
1036,1115
1186,928
902,1066
1261,1408
1162,1183
1383,1281
1385,1255
1470,1242
1186,922
1377,1272
1359,1144
1447,1004
981,1173
1069,1218
969,1360
1077,1104
1399,1284
953,926
950,1340
904,1460
911,1047
911,1150
904,1002
1411,1038
1126,1413
1159,1339
1165,1382
1125,1065
1205,1140
1137,919
1438,964
1111,1024
1270,1180
1435,1057
967,1135
971,1047
1434,1108
1229,1460
1140,1119
1055,974
1094,1478
903,972
1487,1459
1263,1066
1291,923
1325,1448
1252,1337
1500,1395
1405,976
1180,912
1104,1296
1167,1436
1030,1175
1456,1054
1139,904
1428,1329
1465,1230
938,1338
1297,1279
984,1280
1406,1316
1175,974
1128,1309
1068,1055
939,1324
1411,1167
1195,1103
1258,1301
1133,1194
1219,1063
1199,1408
955,964
993,1204
1240,1137
1344,1040
1329,1419
984,1417
1338,1189
1496,1464
1134,1263
1225,1154
1458,1474
1440,1357
1416,1109
1268,1248
1018,1333
991,1259
1417,1161
993,1155
1118,996
1198,1495
969,1243
1102,1350
1224,1267
1292,1162
961,1235
1420,1334
1470,1395
1095,1269
1273,1111
1375,1187
1260,969
1409,1152
1104,1156
1418,976
1301,905
1058,968
1414,1468
904,1373
1376,1499
1253,1233
1132,1430
1413,1353
980,1011
956,1287
1180,1288
975,1050
1111,1418
944,1449
1376,1117
1487,1242
1250,1032
1404,1056
1229,1365
1205,940
1329,1432
1255,995
1092,1149
1244,1438
1207,1175
932,1465
1237,1065
973,960
1417,1300
1430,1001
1276,1311
1492,1201
988,1115
941,1246
1188,1113
1429,1156
920,1446
1144,1236
1002,942
1138,1009
1237,1138
1500,980
1348,1137
1486,1462
1236,1208
1066,1328
1458,1077
1275,1386
1043,1408
1376,976
1498,986
1238,1431
1065,916
1418,1178
1374,1427
1473,1138
979,1270
1075,1363
1191,1017
1326,1433
1309,1079
1081,1213
1404,1371
1437,1265
989,1478
1436,1465
1022,962
1285,1286
1439,1198
1347,966
1007,1437
1269,1174
1448,1197
1414,1406
1136,1464
948,1376
1420,1020
1239,905
1032,1336
957,1329
1248,1065
1335,1194
1350,1404
1226,1291
1337,1155
1110,983
1222,1078
926,948
1243,1088
1216,1395
1043,928
989,1303
1287,1343
963,1235
948,1413
1032,1289
947,1316
1311,1029
1472,1203
1450,925
1214,1054
941,989
970,1388
1002,1256
1273,972
1345,968
1434,1145
1299,1047
1477,1042
929,921
1194,1145
951,1281
974,1483
1028,1209
1067,1385
1322,977
1145,1022
1331,1039
1124,1332
1294,1256
1493,1106
1150,945
1146,941
1335,1177
972,1143
1183,1012
1328,1064
1359,947
1237,1283
1349,1016
1422,1241
1252,1483
1426,1440
1307,1425
1443,1490
1467,1419
1448,1007
1493,922
1170,1276
1285,1171
1406,1016
1222,1073
999,1115
1255,1269
1288,974
1305,1249
1454,997
919,1387
1395,1036
1410,1245
1436,1200
1368,1118
986,1018
1431,1361
1410,1354
1204,1242
1027,1174
1428,1221
1120,1001
994,1247
1187,988
1208,1145
1113,949
1068,945
956,1167
1263,1036
1330,1417
1285,1070
1033,1085
961,1476
1233,1021
1329,1113
1336,1416
982,926
916,1096
1086,904
981,1331
1026,1123
1013,1124
1374,1149
1088,962
1431,1029
1416,1310
1349,1494
1277,1014
965,1086
984,1083
1110,1243
1361,1114
1203,1465
1168,1480
1335,974
1198,1059
1042,979
944,1276
1116,1009
1246,977
960,1433
1499,1291
984,1262
1337,1437
1150,1480
1126,1188
1093,970
1267,1070
1294,1064
941,1099
1358,1440
1122,1181
986,1375
1412,947
1193,1449
1129,1030
1038,1493
1421,959
944,1440
1077,1387
1220,1493
981,1342
1067,1025
1149,1059
1396,1245
908,1348
1243,1451
1487,1418
1163,1151
1157,1181
1195,1437
1231,1453
1021,1376
1456,1388
963,1115
1159,1273
1478,1458
1452,1254
999,1307
1327,1368
1023,1053
914,976
973,1260
1131,1089
987,900
1468,1007
1130,1254
1092,1291
917,1176
1024,1377
929,1314
1315,1416
1077,1341
1439,1333
1274,1249
1187,972
1226,1367
1499,1150
942,1150
940,1203
1098,909
949,984
1211,975
1125,962
994,1275
1466,1228
1175,1082
1495,1423
943,1146
1426,1114
996,1307
1228,1451
1254,1190
