1193,380
1173,399
1198,369
1233,412
1231,421
1185,361
1180,363
1173,435
1233,432
1248,407
1151,387
1252,390
1202,455
1185,342
1191,460
1197,337
1248,441
1215,336
1184,468
1132,380
1134,426
1272,420
1191,481
1123,433
1115,390
1148,471
1270,343
1159,482
1290,380
1266,335
1134,466
1254,322
1114,359
1263,473
1150,313
1189,500
1287,344
1224,296
1282,331
1093,409
1195,291
1250,500
1093,364
1294,465
1303,349
1208,284
1306,350
1120,314
1192,282
1204,281
1295,328
1240,286
1110,315
1076,414
1082,455
1136,286
1097,319
1329,432
1134,283
1064,401
1224,535
1267,520
1146,528
1321,331
1082,475
1066,454
1200,545
1089,303
1088,496
1211,252
1093,295
1334,332
1344,450
1280,531
1353,379
1352,372
1122,266
1076,305
1044,363
1187,560
1044,446
1317,287
1208,563
1045,342
1365,420
1186,566
1239,563
1337,497
1046,333
1347,312
1359,336
1342,300
1264,237
1375,377
1140,566
1156,228
1164,574
1116,242
1295,552
1247,227
